Text,User,Hashtags,Platform_Facebook,Platform_Instagram,Platform_Twitter,Country_encoded,Sentiment_encoded,Retweets_scaled,Likes_scaled,Year,Month,Day,Hour
Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys,HomeChefSenior,#HappinessInFood #SeniorLife,0,1,0,32,40,0.52361011486408,0.529451255950237,2023,6,14,19
Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate,LinguisticExplorer,#MindEnrichment #SeniorLearning,0,0,1,31,46,1.255554360219769,1.2598320698123309,2023,6,15,12
"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies",MusicConnoisseur,#MusicLover #SeniorConcert,1,0,0,5,116,-0.5011118286338844,-0.5661199648429038,2023,6,16,21
Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer,PhotographySenior,#NatureCapture #SeniorMoments,0,1,0,32,116,1.9874986055754578,1.9902128836744248,2023,6,17,15
"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship",TeaTimeSenior,#FriendshipGoals #SeniorBonding,0,0,1,31,40,0.9627766620774934,0.8946416628812839,2023,6,18,11
"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour",RoadTripSenior,#CherishedPlaces #SeniorTravel,1,0,0,5,116,0.0844435676506667,0.16426084901919003,2023,6,19,16
"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging",ChoirEnthusiast,#MusicHarmony #SeniorVoices,0,1,0,32,116,-0.20833413049160884,-0.20092955791185693,2023,6,20,14
"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind",MeditationSenior,#MindfulLiving #SeniorCalm,0,0,1,31,40,-0.5011118286338844,-0.5661199648429038,2023,6,21,19
"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty",GardenEnthusiast,#NatureWonders #SeniorGarden,1,0,0,32,40,0.52361011486408,0.529451255950237,2023,6,22,13
"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers",WineConnoisseur,#LifeWellLived #SeniorWine,0,1,0,31,40,0.9627766620774934,0.8946416628812839,2023,6,23,18
"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry",ArtisticSenior,#CreativityAtAnyAge #SeniorCreativity,0,0,1,5,116,0.0844435676506667,0.16426084901919003,2023,6,24,16
"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories",MemoiristSenior,#LifetimeExperiences #SeniorMemoir,1,0,0,32,90,1.9874986055754578,1.9902128836744248,2023,6,25,20
"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning",HistoryEnthusiast,#LifetimeAdventure #SeniorCuriosity,0,1,0,31,46,1.255554360219769,1.2598320698123309,2023,6,26,14
"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking",FamilyChefSenior,#KitchenMemories #SeniorCulinary,0,0,1,32,40,-0.20833413049160884,-0.20092955791185693,2023,6,27,17
"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer",NaturePhotographySenior,#OutdoorBeauty #SeniorClicks,1,0,0,31,116,-0.5011118286338844,-0.5661199648429038,2023,6,28,22
"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic",JazzMusicLover,#TimelessTunes #SeniorJazz,0,1,0,32,116,0.52361011486408,0.529451255950237,2023,6,29,16
"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter",SeniorWordsmith,#SoulfulWriting #SeniorReflections,0,0,1,31,90,0.9627766620774934,0.8946416628812839,2023,6,30,19
"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer",SoloAdventurer,#DiscoverNewPlaces #SeniorTravel,0,1,0,32,76,1.255554360219769,1.2598320698123309,2023,7,1,14
"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides",CarEnthusiastSenior,#RoadTripDownMemoryLane #SeniorCars,1,0,0,31,116,0.0844435676506667,0.16426084901919003,2023,7,2,18
"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener",GreenThumbSenior,#GardenFriends #SeniorGreenThumb,0,0,1,5,116,0.9627766620774934,0.8946416628812839,2023,7,3,12
"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost",FamilyHostSenior,#HeartwarmingMoments #SeniorFamily,0,1,0,32,40,1.9874986055754578,1.9902128836744248,2023,7,4,17
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer",DanceEnthusiastSenior,#DanceLife #SeniorMoves,0,0,1,31,116,-0.5011118286338844,-0.5661199648429038,2023,7,5,20
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover",ArtGalleryVisitor,#CreativeExpressions #SeniorArt,1,0,0,32,116,0.52361011486408,0.529451255950237,2023,7,6,14
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders",SeniorBookClub,#BookishTalks #SeniorBookworms,0,1,0,31,116,0.0844435676506667,0.16426084901919003,2023,7,7,19
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy",SeniorPicnicHost,#FriendshipSunshine #SeniorMemories,0,0,1,5,40,1.255554360219769,1.2598320698123309,2023,7,8,16
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor",SeniorActor,#StagePassion #SeniorTheater,1,0,0,32,116,-0.20833413049160884,-0.20092955791185693,2023,7,9,22
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker",SeniorHikerExplorer,#NatureTrailBlazer #SeniorExplorer,0,1,0,31,76,0.9627766620774934,0.8946416628812839,2023,7,10,14
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer,SeniorPhotographerExhibitor,#LifeInPictures #SeniorExhibition,0,0,1,5,90,0.0844435676506667,0.16426084901919003,2023,7,11,18
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist",SeniorCyclingEnthusiast,#OpenRoadAdventures #SeniorCycling,1,0,0,32,76,0.52361011486408,0.529451255950237,2023,7,12,13
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover",SeniorWineConnoisseur,#AgedToPerfection #SeniorCheers,0,1,0,31,116,1.9874986055754578,1.9902128836744248,2023,7,13,20
"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer",SeniorBallroomDancer,#GracefulMoves #SeniorDance,0,0,1,32,116,-0.20833413049160884,-0.20092955791185693,2023,7,14,16
"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist",SeniorPaintingOrganizer,#CommunityArt #SeniorCreativity,1,0,0,5,116,0.9627766620774934,0.8946416628812839,2023,7,15,19
"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing",SeniorMemoriesHost,#FriendshipAdventures #SeniorNostalgia,0,1,0,32,90,1.255554360219769,1.2598320698123309,2023,7,16,14
"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer",SeniorStargazer,#CelestialWonders #SeniorAstronomy,0,0,1,31,46,-0.5011118286338844,-0.5661199648429038,2023,7,17,22
"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover",SeniorJazzFestivalGoer,#TimelessTunes #SeniorJazz,1,0,0,32,116,0.52361011486408,0.529451255950237,2023,7,18,16
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog",WisdomBloggerSenior,#LifeLessons #SeniorBlog,0,1,0,31,90,0.0844435676506667,0.16426084901919003,2023,7,19,19
"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner",SeniorCharityRunner,#RunForACause #SeniorSupport,0,0,1,5,76,1.255554360219769,1.2598320698123309,2023,7,20,17
"Survived a challenging physics exam. Equations, you won't defeat me!",PhysicsWhizHighSchool,#PhysicsSurvivor #HighSchoolAdventures,0,1,0,32,155,-0.20833413049160884,-0.20092955791185693,2023,8,1,13
Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder,CodeExplorerHighSchool,#CodingAdventure #HighSchoolCoderLife,0,0,1,31,76,0.52361011486408,0.529451255950237,2023,8,2,14
"Joined the school debate team. Words are my weapons, and I'm ready for battle!",DebateWarriorHighSchool,#DebateWarrior #HighSchoolDebater,1,0,0,5,76,-0.5011118286338844,-0.5661199648429038,2023,8,3,12
"Started a photography club at school. Capturing moments, one snapshot at a time!",PhotoClubHighSchool,#PhotographyClub #HighSchoolPhotographer,0,1,0,32,116,0.0844435676506667,0.16426084901919003,2023,8,4,16
"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making!",PromDreamerHighSchool,#PromDreams #HighSchoolFairytale,0,0,1,5,76,1.255554360219769,1.2598320698123309,2023,8,5,19
Convinced the teacher to have class outdoors. Learning equations with a side of fresh air!,OutdoorClassHighSchool,#OutdoorClassroom #HighSchoolExplorer,1,0,0,32,146,0.9627766620774934,0.8946416628812839,2023,8,6,14
"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist",PaintSpillHighSchool,#ArtisticMishaps #HighSchoolArt,0,1,0,31,62,0.0844435676506667,0.16426084901919003,2023,8,7,19
Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro!,SkateProHighSchool,#SkaterLife #HighSchoolSkater,0,0,1,5,76,1.255554360219769,1.2598320698123309,2023,8,8,16
Bonding with friends over the latest K-pop sensation. Fangirling at its finest!,KpopFangirlHighSchool,#KpopFangirl #HighSchoolMusic,1,0,0,32,116,-0.20833413049160884,-0.20092955791185693,2023,8,9,22
Spent hours perfecting a chemistry experiment. Mixing potions like a wizard!,ChemistryWizardHighSchool,#ChemistryWizard #HighSchoolScientist,0,1,0,31,116,0.9627766620774934,0.8946416628812839,2023,8,10,14
Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved!,BirthdayPartyPlannerHighSchool,#BirthdayParty #HighSchoolCelebration,0,0,1,5,116,0.0844435676506667,0.16426084901919003,2023,8,11,18
"Joined the drama club to unleash my inner actor. Lights, camera, action!",DramaClubStarHighSchool,#DramaClubStar #HighSchoolActor,1,0,0,32,76,0.52361011486408,0.529451255950237,2023,8,12,13
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure!,FantasyBookNerdHighSchool,#FantasyBookNerd #HighSchoolReader,0,1,0,31,76,1.9874986055754578,1.9902128836744248,2023,8,13,20
Mastering the art of the perfect doodle during boring classes. Doodles: A+!,DoodleMasterHighSchool,#DoodleMaster #HighSchoolArt,0,0,1,32,116,-0.20833413049160884,-0.20092955791185693,2023,8,14,16
Attempting to break the school record for the longest handstand. Wish me luck!,HandstandChallengeHighSchool,#HandstandChallenge #HighSchoolAthlete,1,0,0,5,76,0.9627766620774934,0.8946416628812839,2023,8,15,19
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill!,SnackSmugglerHighSchool,#SnackSmuggler #HighSchoolSnacks,0,1,0,32,131,1.255554360219769,1.2598320698123309,2023,8,16,14
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories!,SleepoverHostHighSchool,#SleepoverFun #HighSchoolMemories,0,0,1,31,76,-0.5011118286338844,-0.5661199648429038,2023,8,17,22
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed!",TikTokFailHighSchool,#DanceFail #HighSchoolTikTok,1,0,0,32,62,0.52361011486408,0.529451255950237,2023,8,18,16
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum!,SocialMediaBlunderHighSchool,#SocialMediaBlunder #HighSchoolAwkward,0,1,0,31,62,0.0844435676506667,0.16426084901919003,2023,8,19,19
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent!,CrushFailHighSchool,#CrushFail #HighSchoolEmbarrassment,0,0,1,5,62,1.255554360219769,1.2598320698123309,2023,8,20,17
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights!,PaperPlaneExpertHighSchool,#PaperPlaneExpert #HighSchoolArt,0,1,0,32,116,-0.9402783758472977,-0.9313103717739508,2023,8,21,15
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill!,JugglingProHighSchool,#TextbookJuggling #HighSchoolSkills,1,0,0,5,76,0.0844435676506667,-0.20092955791185693,2023,8,22,12
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated!,SnackNinjaHighSchool,#SnackNinja #HighSchoolSnacks,0,0,1,32,131,0.9627766620774934,0.8946416628812839,2023,8,23,16
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement!,ScavengerHuntMasterHighSchool,#SurpriseAdventure #HighSchoolFun,0,1,0,31,76,-0.20833413049160884,-0.3470057206842757,2023,8,24,18
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing!,RainDanceCelebrationHighSchool,#RainDance #HighSchoolJoy,1,0,0,5,116,0.52361011486408,0.529451255950237,2023,8,25,14
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment!,GroupChatBlunderHighSchool,#TextingFail #HighSchoolAwkward,0,0,1,32,62,-0.5011118286338844,-0.5661199648429038,2023,8,26,17
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go?,MagicFailHighSchool,#MagicFail #HighSchoolMagic,0,1,0,31,62,0.0844435676506667,0.16426084901919003,2023,8,27,20
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+!,OrigamiProHighSchool,#OrigamiMaster #HighSchoolArt,0,0,1,32,116,-0.5011118286338844,-0.49308188345669446,2023,8,28,16
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed!,HackySackChampionHighSchool,#HackySackChallenge #HighSchoolAthlete,0,1,0,5,76,0.6699989639352177,0.3833750931778182,2023,8,29,13
Creating a secret handshake with friends. Friendship level: Expert!,SecretHandshakeHighSchool,#FriendshipGoals #HighSchoolMemories,1,0,0,32,116,-0.20833413049160884,-0.20092955791185693,2023,8,30,17
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty!,BurgerQuestHighSchool,#BurgerQuest #HighSchoolFoodie,0,0,1,31,76,0.37722126579294224,-0.05485339513943815,2023,8,31,20
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making!,ComedyGeniusHighSchool,#StandUpComedy #HighSchoolTalent,0,1,0,5,116,-0.06194528142047107,-0.27396763929806633,2023,9,1,14
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment!,LoveLetterBlunderHighSchool,#LoveLetterFail #HighSchoolAwkward,1,0,0,32,62,-0.6475006777050222,-0.7121961276153227,2023,9,2,18
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated!,ScienceExperimentProHighSchool,#ScienceGeek #HighSchoolExperiments,0,0,1,31,76,0.23083241672180446,0.09122276763298064,2023,9,3,22
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver!,BraceletCraftsmanHighSchool,#FriendshipBracelets #HighSchoolCrafts,0,1,0,32,116,-0.3547229795627466,-0.4200438020704851,2023,9,4,15
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway!,CartwheelMasterHighSchool,#CartwheelChallenge #HighSchoolAthlete,0,0,1,5,76,0.8163878130063555,0.6755274187226558,2023,9,5,12
Organizing a movie marathon with friends. Popcorn and cinematic adventures await!,MovieMarathonHostHighSchool,#MovieNight #HighSchoolMemories,1,0,0,31,116,0.0844435676506667,0.01818468624677124,2023,9,6,16
Experimenting with a new hair color. A bold change for a bold semester!,HairColorExperimentHighSchool,#HairExperiment #HighSchoolStyle,0,1,0,32,76,-0.20833413049160884,-0.27396763929806633,2023,9,7,18
Building a time capsule to capture memories for the future. Time-traveling emotions!,TimeCapsuleCreatorHighSchool,#TimeCapsule #HighSchoolNostalgia,1,0,0,5,116,0.6699989639352177,0.3833750931778182,2023,9,8,14
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start!,ClassroomBlunderHighSchool,#FirstDayOops #HighSchoolEmbarrassment,0,0,1,32,62,-0.79388952677616,-0.7852342090015321,2023,9,9,17
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up!,SmoothieConnoisseurHighSchool,#HealthyLiving #HighSchoolWellness,0,1,0,31,76,0.23083241672180446,-0.05485339513943815,2023,9,10,20
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments.,OverwhelmedHighSchoolStudent,#SchoolChallenges #HighSchoolStruggles,0,0,1,32,163,-0.9402783758472977,-1.0773865345463696,2023,9,11,15
Encountered some mean-spirited comments online. Dealing with online hate is never easy.,DealingWithHateHighSchool,#OnlineHate #HighSchoolReality,0,1,0,5,95,-0.5011118286338844,-0.49308188345669446,2023,9,12,12
Had a bad day at school. Everything seems to be going wrong.,ToughDayHighSchool,#BadDay #HighSchoolBlues,1,0,0,31,18,-0.20833413049160884,-0.20092955791185693,2023,9,13,16
Feeling down after not making the sports team. Disappointment lingers.,SportsTeamRejectionHighSchool,#Disappointment #HighSchoolSports,0,0,1,32,163,-0.6475006777050222,-0.6391580462291132,2023,9,14,18
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch.,CafeteriaConflictHighSchool,#CafeteriaDrama #HighSchoolTension,0,1,0,5,95,-0.06194528142047107,-0.12789147652564753,2023,9,15,14
Received a not-so-great grade on a major project. Academic frustration setting in.,ProjectGradeDisappointmentHighSchool,#AcademicFrustration #HighSchoolStress,1,0,0,31,18,-0.3547229795627466,-0.3470057206842757,2023,9,16,17
Dealing with a personal setback. Sometimes life throws unexpected challenges.,PersonalSetbackHighSchool,#LifeChallenges #HighSchoolStruggles,0,0,1,32,163,0.0844435676506667,0.09122276763298064,2023,9,17,20
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected.,LonelySaturdayHighSchool,#LonelyNights #HighSchoolEmotions,0,1,0,5,163,-0.79388952677616,-0.8582722903877414,2023,9,18,22
Experiencing cyberbullying. Hateful messages online are disheartening.,CyberbullyingVictimHighSchool,#StopCyberbullying #HighSchoolReality,1,0,0,31,95,-1.0866672249184355,-1.150424615932579,2023,9,19,15
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck.,RainyDayBluesHighSchool,#BadLuck #HighSchoolWeather,0,0,1,32,18,-0.5011118286338844,-0.5661199648429038,2023,9,20,12
Missing an important event due to unforeseen circumstances. A day filled with sadness.,MissedOpportunityHighSchool,#MissedChances #HighSchoolRegret,0,1,0,5,163,-0.20833413049160884,-0.27396763929806633,2023,9,21,16
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful.,RumorVictimHighSchool,#RumorMills #HighSchoolDrama,1,0,0,31,95,0.23083241672180446,0.2372989304053994,2023,9,22,18
Got a flat tire on the way to an important meeting. Talk about a series of bad events!,FlatTireWoesHighSchool,#BadLuckDay #HighSchoolStruggles,0,0,1,32,18,0.52361011486408,0.529451255950237,2023,9,23,14
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad.,FriendMovingAwayHighSchool,#SayingGoodbye #HighSchoolEmotions,0,1,0,5,163,-0.06194528142047107,-0.05485339513943815,2023,9,24,17
Facing rejection from a dream college. Disheartened but determined to explore other paths.,CollegeRejectionHighSchool,#CollegeDreams #HighSchoolJourney,1,0,0,31,163,-0.3547229795627466,-0.4200438020704851,2023,9,25,20
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun.,GamingToxicityHighSchool,#OnlineGaming #HighSchoolGamer,0,0,1,32,95,-0.79388952677616,-0.7852342090015321,2023,9,26,14
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence.,BadHairDayBluesHighSchool,#BadHairDay #HighSchoolConfidence,0,1,0,5,18,-0.5011118286338844,-0.49308188345669446,2023,9,27,17
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time.,ProjectFailureDespairHighSchool,#ProjectStruggles #HighSchoolHardships,1,0,0,31,163,-0.06194528142047107,-0.12789147652564753,2023,9,28,22
Experiencing hate comments for expressing personal opinions. Online negativity prevails.,OpinionsHateHighSchool,#OnlineOpinions #HighSchoolCriticism,0,0,1,32,95,0.37722126579294224,0.3833750931778182,2023,9,29,15
Having a string of bad luck with constant technology malfunctions. Tech troubles galore!,TechMalfunctionWoesHighSchool,#TechIssues #HighSchoolTech,0,1,0,5,18,0.0844435676506667,0.01818468624677124,2023,9,30,18
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.,MissedEventBluesHighSchool,#MissedMoments #HighSchoolRegret,1,0,0,31,163,-0.20833413049160884,-0.27396763929806633,2023,10,1,14
Trying out a new study technique for upcoming exams. Exploring different learning strategies.,StudyTechniqueExperimentHighSchool,#StudyStrategies #HighSchoolExams,0,1,0,32,135,0.23083241672180446,-0.05485339513943815,2023,10,2,16
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness.,CommunityCleanupHighSchool,#EnvironmentalEfforts #HighSchoolCommunity,0,0,1,5,135,0.6699989639352177,0.529451255950237,2023,10,3,12
Sharing favorite book recommendations with classmates. Building a mini book club.,BookRecommendationsHighSchool,#BookClub #HighSchoolReads,1,0,0,31,135,-0.3547229795627466,-0.3470057206842757,2023,10,4,18
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen.,BakeSaleRecipeExperimentHighSchool,#BakingAdventures #HighSchoolBakes,0,1,0,32,135,-0.06194528142047107,0.01818468624677124,2023,10,5,14
Collaborating on a school project with peers. Teamwork makes the dream work.,SchoolProjectCollaborationHighSchool,#Teamwork #HighSchoolProjects,0,0,1,5,135,-0.5011118286338844,-0.49308188345669446,2023,10,6,17
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities.,ExtracurricularExplorationHighSchool,#SchoolClubs #HighSchoolInterests,0,1,0,31,135,0.0844435676506667,0.16426084901919003,2023,10,7,20
Exploring a new part-time job opportunity for gaining work experience. Career development in progress.,PartTimeJobExplorationHighSchool,#CareerDevelopment #HighSchoolJobs,1,0,0,32,135,0.37722126579294224,0.3833750931778182,2023,10,8,15
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities.,SchoolAssemblyParticipationHighSchool,#SchoolEvents #HighSchoolConnectivity,0,0,1,5,135,-0.20833413049160884,-0.20092955791185693,2023,10,9,22
Exploring a new hobby of photography during free time. Capturing moments through a lens.,PhotographyHobbyHighSchool,#PhotographyJourney #HighSchoolHobbies,0,1,0,31,135,0.52361011486408,0.4564131745640276,2023,10,10,14
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers.,ScienceFairParticipationHighSchool,#ScienceFair #HighSchoolScience,1,0,0,32,135,-0.3547229795627466,-0.4200438020704851,2023,10,11,16
Attending a workshop on time management to enhance organizational skills. Striving for efficiency.,TimeManagementWorkshopHighSchool,#EfficiencyGoals #HighSchoolSkills,0,0,1,5,135,0.23083241672180446,0.09122276763298064,2023,10,12,18
Volunteering at a local charity event to give back to the community. Contributing to social causes.,CharityEventVolunteerHighSchool,#CommunityService #HighSchoolVolunteer,0,1,0,31,135,-0.20833413049160884,-0.27396763929806633,2023,10,13,12
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action.,GroupProjectCollaborationHighSchool,#TeamSpirit #HighSchoolProjects,1,0,0,32,135,-0.5011118286338844,-0.5661199648429038,2023,10,14,17
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress.,DebateClubParticipationHighSchool,#DebateSkills #HighSchoolIntellect,0,0,1,5,135,0.0844435676506667,0.01818468624677124,2023,10,15,20
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around!,BirthdaySurpriseHighSchool,#SurpriseParty #HighSchoolCelebration,0,1,0,31,93,0.8163878130063555,0.6755274187226558,2023,10,16,15
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles!,CodingSuccessHighSchool,#CodingTriumph #HighSchoolTech,0,0,1,32,93,0.37722126579294224,0.3833750931778182,2023,10,17,12
Attending a school talent show to support classmates. Applauding the diverse talents on display!,TalentShowSupportHighSchool,#TalentShow #HighSchoolEntertainment,1,0,0,5,93,-0.3547229795627466,-0.3470057206842757,2023,10,18,16
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes!",WeekendHikeHighSchool,#NatureAdventures #HighSchoolFriends,0,1,0,31,93,-0.06194528142047107,-0.05485339513943815,2023,10,19,18
Winning a friendly sports competition against rival schools. Victory celebrations in full swing!,SportsVictoryHighSchool,#SportsTriumph #HighSchoolAthletics,0,0,1,32,93,0.6699989639352177,0.529451255950237,2023,10,20,14
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe!,PenPalConnectionHighSchool,#GlobalFriendship #HighSchoolCorrespondence,1,0,0,5,93,0.23083241672180446,0.16426084901919003,2023,10,21,17
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity!,MuralCreationHighSchool,#ArtCollaboration #HighSchoolCreativity,0,1,0,31,93,0.0844435676506667,0.01818468624677124,2023,10,22,20
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes!,ArtExhibitionJoyHighSchool,#ArtisticExpression #HighSchoolCreativity,0,1,0,32,93,0.23083241672180446,0.09122276763298064,2015,11,10,16
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement!,TrackFieldSuccessHighSchool,#AthleticAchievement #HighSchoolSports,0,0,1,5,93,0.6699989639352177,0.6024893373364464,2016,9,14,12
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles!,ScienceProjectSuccessHighSchool,#ScienceFairWinner #HighSchoolScience,1,0,0,31,93,-0.20833413049160884,-0.27396763929806633,2017,8,18,18
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company!",BirthdayPartyJoyHighSchool,#SurpriseCelebration #HighSchoolFriendship,0,1,0,32,93,0.52361011486408,0.3833750931778182,2018,6,22,14
Successfully fundraising for a school charity initiative. The joy of giving back to the community!,CharityFundraisingTriumphHighSchool,#CommunityGiving #HighSchoolPhilanthropy,0,0,1,5,93,0.0844435676506667,-0.05485339513943815,2019,4,5,17
"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food!",MulticulturalFestivalJoyHighSchool,#CulturalCelebration #HighSchoolUnity,1,0,0,31,93,-0.06194528142047107,0.01818468624677124,2020,2,29,20
"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces!",VirtualTalentShowSuccessHighSchool,#VirtualEntertainment #HighSchoolPositivity,0,1,0,32,93,0.37722126579294224,0.3103370117916088,2020,11,15,15
